datetime,dew,humidity,precip,windgust,windspeed,winddir,pressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,conditions,icon,Region,Tornado,Temp_Difference
2021-06-04,55.1,39.7,0.0,28.6,14.0,226.3,1006.3,7.5,9.9,282.8,24.4,10.0,Clear,clear-day,UPPER MIDWEST,0,24.599999999999994
2021-06-04,62.0,70.2,0.0,0.0,6.9,130.7,1016.9,86.5,9.9,204.0,17.8,8.0,Partially cloudy,partly-cloudy-day,SOUTH,0,20.700000000000003
2021-06-04,67.8,68.5,0.0,13.9,10.7,205.9,1016.7,56.2,9.9,238.5,20.4,10.0,Partially cloudy,partly-cloudy-day,SOUTHEAST,0,22.19999999999999
2021-06-05,41.7,38.7,0.0,41.4,20.9,277.7,1004.8,9.4,9.9,275.9,23.7,10.0,Clear,clear-day,NORTHERN ROCKIES AND PLAINS,0,35.300000000000004
2021-06-05,63.0,66.0,0.045,59.8,14.4,257.9,1013.5,2.0,9.8,327.0,28.3,10.0,Rain,rain,NORTHEAST,0,23.89999999999999
2021-06-07,68.4,90.3,0.795,29.9,13.7,146.0,1012.7,95.8,8.8,83.9,7.0,3.0,"Rain, Overcast",rain,SOUTH,1,10.200000000000003
2021-06-07,52.2,40.5,0.0,34.4,20.8,143.0,1003.8,0.0,9.9,327.9,28.3,9.0,Clear,clear-day,NORTHERN ROCKIES AND PLAINS,1,45.9
2021-06-08,72.6,79.9,0.756,42.5,16.6,169.9,1016.2,67.9,9.4,232.4,19.9,7.0,"Rain, Partially cloudy",rain,SOUTH,1,18.599999999999994
2021-06-09,72.8,88.5,1.647,41.4,13.7,139.5,1015.3,88.3,7.1,129.4,10.9,6.0,"Rain, Partially cloudy",rain,SOUTH,1,18.099999999999994
2021-06-15,57.1,65.9,0.0,21.9,13.5,302.9,1009.5,55.7,8.9,174.4,15.0,9.0,Partially cloudy,partly-cloudy-day,NORTHEAST,0,16.4
2021-06-15,63.1,56.9,0.0,0.0,7.3,155.5,1016.4,2.7,9.9,329.2,28.3,10.0,Clear,clear-day,SOUTH,0,25.0
2021-06-15,49.1,57.1,0.0,20.8,12.6,354.3,1016.8,1.6,9.9,311.2,26.9,9.0,Clear,clear-day,UPPER MIDWEST,0,20.9
2021-06-15,27.7,10.9,0.0,36.7,26.8,185.6,1009.3,45.1,9.9,333.1,28.6,9.0,Partially cloudy,partly-cloudy-day,SOUTHWEST,0,27.900000000000006
2021-06-15,64.0,85.3,0.026,0.0,8.0,173.0,1007.1,72.0,8.4,167.9,14.4,5.0,"Rain, Partially cloudy",rain,NORTHEAST,0,13.299999999999997
2021-06-15,64.9,68.0,0.0,20.8,11.8,331.1,1009.9,53.1,9.9,295.6,25.5,9.0,Partially cloudy,partly-cloudy-day,SOUTHEAST,0,15.900000000000006
2021-06-17,42.8,13.1,0.0,179.0,19.9,105.8,1002.5,41.2,9.9,300.8,26.1,9.0,Partially cloudy,partly-cloudy-day,SOUTHWEST,1,24.700000000000003
2021-06-18,66.7,67.8,0.0,23.2,14.1,125.1,1014.9,24.9,9.9,273.7,23.6,8.0,Partially cloudy,partly-cloudy-day,SOUTH,1,23.200000000000003
2021-06-20,70.4,86.3,0.886,17.2,12.9,224.2,1012.5,87.4,8.8,86.3,7.5,8.0,"Rain, Partially cloudy",rain,SOUTHEAST,1,8.700000000000003
2021-06-20,68.6,73.1,0.0,25.2,16.0,194.7,1005.2,16.5,9.9,135.4,11.7,7.0,Clear,clear-day,OHIO VALLEY,1,19.099999999999994
2021-06-21,69.9,73.6,0.009,26.4,12.6,205.2,1005.8,30.9,9.9,287.7,24.9,9.0,"Rain, Partially cloudy",rain,NORTHEAST,1,12.900000000000006
2021-06-22,44.2,38.9,0.0,32.2,21.9,284.0,1008.3,0.0,9.9,318.5,27.5,9.0,Clear,clear-day,NORTHERN ROCKIES AND PLAINS,0,36.0
2021-06-22,48.2,58.8,0.0,0.0,9.1,229.1,1016.0,8.3,9.9,161.8,14.0,9.0,Clear,clear-day,OHIO VALLEY,0,28.000000000000007
2021-06-23,50.9,42.6,0.0,23.0,11.4,117.5,1002.9,0.0,9.9,329.8,28.5,9.0,Clear,clear-day,NORTHERN ROCKIES AND PLAINS,0,48.0
2021-06-23,36.1,23.0,0.0,29.8,13.8,241.7,1006.1,78.5,9.9,186.8,16.2,7.0,Partially cloudy,partly-cloudy-day,SOUTHWEST,0,29.5
2021-06-23,46.1,51.5,0.0,19.7,10.6,176.3,1021.3,29.3,9.9,328.8,28.4,10.0,Partially cloudy,partly-cloudy-day,OHIO VALLEY,0,26.199999999999996
2021-06-23,50.8,44.1,0.0,32.1,21.8,182.8,1016.2,27.1,9.9,290.8,24.9,10.0,Partially cloudy,partly-cloudy-day,OHIO VALLEY,0,18.10000000000001
2021-06-23,73.7,89.7,0.78,0.0,8.7,173.9,1017.9,78.7,8.9,136.5,11.9,5.0,"Rain, Partially cloudy",rain,SOUTHEAST,0,12.0
2021-06-23,68.7,72.7,0.0,14.8,5.8,72.7,1016.6,72.3,9.9,206.9,17.9,8.0,Partially cloudy,partly-cloudy-day,SOUTH,0,20.19999999999999
2021-06-26,70.2,91.0,2.88,38.2,17.1,188.4,1011.5,86.0,5.9,75.5,6.4,4.0,"Rain, Partially cloudy",rain,UPPER MIDWEST,1,13.099999999999994
2021-06-27,71.0,72.8,0.092,19.7,11.4,109.8,1011.8,56.2,9.6,183.8,15.9,8.0,"Rain, Partially cloudy",rain,SOUTH,1,15.100000000000009
2021-06-28,69.6,85.6,0.84,0.0,13.0,75.6,1015.6,68.0,9.5,159.0,13.6,5.0,"Rain, Partially cloudy",rain,SOUTH,0,10.599999999999994
2021-06-28,54.0,60.8,0.0,20.8,13.9,4.0,1017.5,38.7,9.7,218.5,18.9,6.0,Partially cloudy,partly-cloudy-day,NORTHERN ROCKIES AND PLAINS,0,27.900000000000006
2021-06-28,70.2,76.1,0.0,18.3,9.5,120.4,1024.0,43.1,9.7,287.7,24.9,10.0,Partially cloudy,partly-cloudy-day,SOUTHEAST,0,19.099999999999994
2021-06-29,51.3,23.1,0.0,37.8,19.0,102.5,1005.9,48.6,9.9,329.0,28.5,10.0,Partially cloudy,partly-cloudy-day,SOUTHWEST,1,16.799999999999997
2021-06-30,72.7,93.9,0.54,0.0,7.8,270.6,1018.8,71.0,8.8,64.7,5.3,3.0,"Rain, Partially cloudy",rain,OHIO VALLEY,0,8.199999999999989
2021-06-30,64.8,68.5,0.0,0.0,10.1,34.9,1018.7,3.8,9.9,216.8,18.6,6.0,Clear,clear-day,NORTHERN ROCKIES AND PLAINS,0,20.0
2021-06-30,67.9,70.8,0.02,21.9,7.6,144.3,1021.0,48.2,9.9,256.3,22.0,10.0,"Rain, Partially cloudy",rain,SOUTHEAST,0,19.099999999999994
2021-07-04,45.2,31.0,0.0,31.1,21.4,90.8,1011.4,5.3,9.9,233.5,20.2,9.0,Clear,clear-day,NORTHERN ROCKIES AND PLAINS,0,29.900000000000006
2021-07-05,66.2,63.1,0.0,22.0,14.0,216.7,1014.4,22.3,9.8,198.7,17.2,9.0,Partially cloudy,partly-cloudy-day,UPPER MIDWEST,0,20.299999999999997
2021-07-05,57.6,78.3,0.0,19.7,12.7,175.9,1017.6,64.0,9.7,260.5,22.4,9.0,Partially cloudy,partly-cloudy-day,NORTHEAST,0,21.0
2021-07-05,67.4,62.4,0.0,27.2,12.2,236.8,1012.9,40.7,9.9,234.9,20.3,7.0,Partially cloudy,partly-cloudy-day,UPPER MIDWEST,0,15.299999999999997
2021-07-07,70.8,73.3,0.004,0.0,11.0,155.4,1017.4,31.4,9.8,232.0,20.0,8.0,"Rain, Partially cloudy",rain,SOUTHEAST,1,16.299999999999997
2021-07-07,68.9,79.4,0.15,23.0,8.6,106.6,1016.7,76.4,9.8,163.4,14.0,7.0,"Rain, Partially cloudy",rain,SOUTHEAST,1,13.799999999999997
2021-07-08,72.9,94.0,2.334,25.7,13.0,186.5,1012.9,88.5,6.9,41.7,3.6,2.0,"Rain, Partially cloudy",rain,SOUTHEAST,1,7.5
2021-07-09,70.3,80.4,0.933,34.4,14.0,315.3,1009.2,57.2,8.6,119.4,10.4,7.0,"Rain, Partially cloudy",rain,NORTHEAST,1,15.0
2021-07-15,64.8,78.8,0.085,16.1,9.2,328.7,1013.8,80.3,9.2,141.5,12.1,5.0,"Rain, Partially cloudy",rain,UPPER MIDWEST,0,14.400000000000006
2021-07-15,46.7,28.1,0.0,33.8,24.0,164.6,1009.2,51.2,9.6,285.3,24.7,9.0,Partially cloudy,partly-cloudy-day,SOUTHWEST,0,22.0
2021-07-15,56.7,63.7,0.0,17.2,9.0,21.8,1015.8,37.1,9.4,245.8,21.0,9.0,Partially cloudy,partly-cloudy-day,UPPER MIDWEST,0,19.9
2021-07-15,71.7,74.3,0.021,0.0,7.4,232.0,1021.4,33.5,9.9,231.6,20.0,9.0,"Rain, Partially cloudy",rain,SOUTHEAST,0,16.200000000000003
2021-07-15,71.4,79.6,0.0,0.0,12.5,186.6,1018.1,45.7,8.3,250.3,21.5,7.0,Partially cloudy,partly-cloudy-day,NORTHEAST,0,14.899999999999991
2021-07-16,64.2,88.5,0.067,19.6,12.5,82.4,1016.4,82.3,8.7,61.8,5.4,2.0,"Rain, Partially cloudy",rain,UPPER MIDWEST,0,6.900000000000006
2021-07-16,59.6,72.8,0.0,17.2,9.2,63.5,1016.6,43.7,8.2,197.2,17.0,6.0,Partially cloudy,partly-cloudy-day,UPPER MIDWEST,0,19.700000000000003
2021-07-16,46.5,40.7,0.0,30.0,15.3,229.7,1011.7,44.3,9.9,199.1,17.3,9.0,Partially cloudy,partly-cloudy-day,SOUTHWEST,0,29.1
2021-07-16,51.5,52.4,0.208,33.9,22.0,116.7,1013.1,11.0,9.7,286.4,24.6,9.0,Rain,rain,SOUTHWEST,0,26.499999999999993
2021-07-16,62.4,63.0,0.0,33.3,21.9,139.3,1011.5,24.8,9.9,278.7,24.0,8.0,Partially cloudy,partly-cloudy-day,NORTHERN ROCKIES AND PLAINS,0,23.200000000000003
2021-07-19,64.3,52.8,0.0,25.3,17.1,160.6,1018.8,1.2,9.9,278.2,23.9,8.0,Clear,clear-day,NORTHERN ROCKIES AND PLAINS,0,30.69999999999999
2021-07-19,58.9,70.8,0.0,0.0,8.6,331.4,1021.9,12.0,9.0,216.5,18.7,6.0,Clear,clear-day,UPPER MIDWEST,0,28.900000000000006
2021-07-19,65.0,87.5,0.002,0.0,10.2,58.4,1013.7,96.5,5.7,58.6,5.2,2.0,"Rain, Overcast",rain,NORTHEAST,0,5.200000000000003
2021-07-19,52.0,31.0,0.004,29.8,20.4,13.9,1014.3,78.3,9.9,248.1,21.6,9.0,"Rain, Partially cloudy",rain,SOUTHWEST,0,17.69999999999999
2021-07-20,69.8,72.8,0.0,17.2,11.7,21.8,1014.4,53.1,9.8,199.8,17.2,8.0,Partially cloudy,partly-cloudy-day,SOUTH,1,18.5
2021-07-21,65.5,72.8,0.0,0.0,8.1,343.0,1017.3,3.7,5.9,233.7,20.4,7.0,Clear,clear-day,OHIO VALLEY,0,23.0
2021-07-21,65.3,70.5,0.0,11.4,7.9,217.0,1018.9,45.0,9.6,191.7,16.8,8.0,Partially cloudy,partly-cloudy-day,UPPER MIDWEST,0,19.299999999999997
2021-07-21,63.8,68.2,0.0,20.8,14.9,185.0,1018.6,5.8,9.4,236.4,20.5,8.0,Clear,clear-day,NORTHERN ROCKIES AND PLAINS,0,23.0
2021-07-22,67.2,69.8,0.0,0.0,6.9,141.6,1019.0,16.7,5.5,229.8,19.7,8.0,Clear,clear-day,OHIO VALLEY,0,19.799999999999997
2021-07-25,51.3,45.3,0.0,17.2,8.3,84.7,1013.8,2.8,9.8,302.5,26.2,9.0,Clear,clear-day,NORTHERN ROCKIES AND PLAINS,0,40.4
2021-07-26,65.0,58.0,0.002,30.2,13.4,211.4,1013.7,13.4,9.8,174.8,15.0,6.0,Rain,rain,UPPER MIDWEST,1,17.900000000000006
2021-07-27,61.9,67.6,0.398,35.3,10.3,209.8,1013.2,24.9,6.5,244.5,21.2,9.0,"Rain, Partially cloudy",rain,NORTHEAST,0,26.900000000000006
2021-07-27,50.6,42.2,0.0,25.3,14.1,173.5,1014.2,23.7,9.9,234.5,20.5,9.0,Partially cloudy,partly-cloudy-day,SOUTHWEST,0,30.699999999999996
2021-07-27,48.4,36.9,0.0,0.0,17.4,327.9,1013.9,13.5,9.9,290.6,25.0,10.0,Clear,clear-day,WEST,0,27.400000000000006
2021-07-27,70.1,70.6,0.0,17.2,11.4,148.5,1014.5,4.9,8.1,182.3,16.0,7.0,Clear,clear-day,NORTHEAST,0,14.099999999999994
2021-07-27,51.8,46.4,0.0,0.0,10.2,339.4,1016.1,0.0,9.9,241.7,20.9,8.0,Clear,clear-day,NORTHWEST,0,28.1
2021-07-29,71.3,86.2,0.575,29.8,14.9,217.0,1013.3,52.0,7.7,137.5,11.9,9.0,"Rain, Partially cloudy",rain,OHIO VALLEY,1,15.200000000000003
2021-07-30,73.6,68.0,0.0,0.0,8.0,322.3,1016.9,51.6,9.5,222.5,19.2,8.0,Partially cloudy,partly-cloudy-day,SOUTH,0,22.200000000000003
2021-07-30,72.6,70.1,0.001,16.1,13.7,242.5,1011.0,62.5,9.4,198.0,17.1,7.0,"Rain, Partially cloudy",rain,SOUTHEAST,0,12.100000000000009
2021-08-04,58.0,67.1,0.0,0.0,6.5,305.6,1019.4,20.8,8.2,192.2,16.4,6.0,Partially cloudy,partly-cloudy-day,UPPER MIDWEST,0,27.299999999999997
2021-08-04,58.7,67.2,0.0,18.3,13.4,161.9,1019.0,39.9,9.9,181.5,15.6,9.0,Partially cloudy,partly-cloudy-day,UPPER MIDWEST,0,21.500000000000007
2021-08-05,58.4,26.6,0.0,21.9,10.1,96.9,1007.5,17.7,9.9,308.8,26.6,9.0,Clear,clear-day,SOUTHWEST,0,18.700000000000003
2021-08-05,40.5,37.2,0.009,27.7,16.8,262.9,1015.1,13.3,9.5,264.8,22.9,9.0,Rain,rain,NORTHERN ROCKIES AND PLAINS,0,32.4
2021-08-06,65.0,70.2,0.006,21.8,9.7,221.2,1013.3,75.0,9.9,167.9,14.7,5.0,"Rain, Partially cloudy",rain,UPPER MIDWEST,0,16.700000000000003
2021-08-06,72.0,80.9,0.0,17.2,10.8,155.5,1018.1,87.1,9.8,241.5,21.0,10.0,Partially cloudy,partly-cloudy-day,SOUTHEAST,0,17.69999999999999
2021-08-06,41.9,29.1,0.008,49.4,16.5,208.8,1008.9,38.5,9.7,103.6,8.9,8.0,"Rain, Partially cloudy",rain,SOUTHWEST,0,24.5
2021-08-07,67.5,87.0,0.918,29.8,12.9,134.5,1013.1,63.1,7.9,57.3,4.9,3.0,"Rain, Partially cloudy",rain,UPPER MIDWEST,1,9.299999999999997
2021-08-09,72.4,86.5,2.184,33.3,18.0,178.3,1012.0,58.9,8.6,176.8,15.3,7.0,"Rain, Partially cloudy",rain,OHIO VALLEY,1,17.10000000000001
2021-08-10,69.6,83.2,0.264,42.8,18.1,203.0,1010.5,60.3,7.8,155.8,13.4,6.0,"Rain, Partially cloudy",rain,UPPER MIDWEST,1,27.39999999999999
2021-08-11,73.4,73.7,0.0,25.4,15.3,237.9,1007.8,22.8,9.5,106.6,9.2,5.0,Partially cloudy,partly-cloudy-day,UPPER MIDWEST,1,15.700000000000003
2021-08-12,71.1,65.0,0.0,21.9,13.5,171.4,1016.2,35.2,9.9,249.0,21.5,8.0,Partially cloudy,partly-cloudy-day,SOUTH,1,19.900000000000006
2021-08-13,41.6,32.8,0.0,36.9,16.4,301.2,1020.9,29.0,9.0,201.8,17.3,9.0,Partially cloudy,partly-cloudy-day,WEST,1,30.89999999999999
2021-08-15,72.2,80.8,0.0,25.3,14.4,82.1,1015.9,43.3,9.8,204.9,17.7,8.0,Partially cloudy,partly-cloudy-day,SOUTH,0,16.80000000000001
2021-08-15,55.1,59.6,0.0,17.2,9.9,122.7,1020.7,10.4,9.8,169.2,14.6,9.0,Clear,clear-day,UPPER MIDWEST,0,23.000000000000007
2021-08-15,52.8,63.8,0.0,16.1,7.7,176.2,1022.8,13.1,9.9,223.2,19.4,7.0,Clear,clear-day,UPPER MIDWEST,0,26.0
2021-08-15,65.9,79.3,0.0,0.0,8.1,45.3,1019.3,76.6,9.8,94.0,8.3,4.0,Partially cloudy,partly-cloudy-day,OHIO VALLEY,0,7.900000000000006
2021-08-16,66.7,69.2,0.0,16.1,12.6,61.8,1014.9,45.0,9.9,155.8,13.2,7.0,Partially cloudy,partly-cloudy-day,SOUTH,0,20.0
2021-08-16,67.5,73.0,0.289,33.3,11.5,144.3,1013.1,41.4,9.7,191.7,16.4,7.0,"Rain, Partially cloudy",rain,SOUTH,0,20.60000000000001
2021-08-21,73.6,76.2,0.0,20.8,11.6,250.1,1013.7,12.9,9.9,291.8,25.1,9.0,Clear,clear-day,SOUTH,1,16.599999999999994
2021-08-24,62.7,63.5,0.0,32.2,24.2,359.9,1007.3,7.0,9.8,267.1,23.1,8.0,Clear,clear-day,NORTHERN ROCKIES AND PLAINS,0,25.0
2021-08-26,72.6,78.5,0.0,0.0,9.8,78.0,1018.5,58.1,9.9,169.7,14.6,6.0,Partially cloudy,partly-cloudy-day,SOUTHEAST,0,16.5
2021-08-26,43.8,52.4,0.0,16.1,15.0,262.3,1015.8,15.2,9.4,175.0,15.0,8.0,Clear,clear-day,NORTHERN ROCKIES AND PLAINS,0,23.800000000000004
2021-08-30,73.3,93.3,3.296,40.8,21.4,121.8,1001.5,93.9,4.3,30.9,2.6,2.0,"Rain, Overcast",rain,SOUTH,1,4.0
2021-09-01,65.1,86.9,5.552,24.3,13.4,25.0,1005.8,95.5,4.3,5.2,0.1,0.0,"Rain, Overcast",rain,NORTHEAST,1,6.3999999999999915
2021-09-02,52.0,46.4,0.004,41.6,19.4,160.3,1007.7,61.8,9.9,185.5,15.9,7.0,"Rain, Partially cloudy",rain,SOUTHWEST,1,18.0
2021-09-05,71.1,74.8,0.0,21.9,7.8,201.7,1012.6,22.2,9.5,249.1,21.6,9.0,Partially cloudy,partly-cloudy-day,SOUTH,0,22.799999999999997
2021-09-08,61.6,61.0,0.79,28.8,14.0,216.7,1009.4,30.8,9.7,57.2,5.1,4.0,"Rain, Partially cloudy",rain,NORTHEAST,1,19.200000000000003
2021-09-09,52.5,43.3,0.009,21.9,12.8,184.5,1007.6,14.8,9.9,226.7,19.4,8.0,Rain,rain,WEST,1,28.799999999999997
2021-09-10,42.9,28.4,0.022,48.3,19.6,152.4,1011.9,73.4,9.9,187.4,16.2,8.0,"Rain, Partially cloudy",rain,SOUTHWEST,0,20.900000000000006
2021-09-11,65.8,73.8,0.0,23.0,15.2,185.6,1010.6,41.3,9.5,117.0,10.2,6.0,Partially cloudy,partly-cloudy-day,UPPER MIDWEST,0,27.599999999999994
2021-09-15,65.3,84.5,0.113,19.7,10.2,265.6,1014.2,71.1,9.7,63.0,5.5,3.0,"Rain, Partially cloudy",rain,OHIO VALLEY,0,11.299999999999997
2021-09-20,62.4,79.6,0.531,30.3,21.3,204.0,1005.8,58.2,9.6,26.1,2.3,2.0,"Rain, Partially cloudy",rain,UPPER MIDWEST,1,16.000000000000007
2021-09-23,31.5,39.9,0.0,21.9,10.4,17.4,1020.9,22.6,9.7,138.3,11.9,7.0,Partially cloudy,partly-cloudy-day,WEST,0,36.599999999999994
2021-10-01,62.3,84.7,0.0,0.0,6.0,268.3,1017.2,33.5,9.8,112.1,9.8,4.0,Partially cloudy,partly-cloudy-day,SOUTH,0,13.800000000000004
2021-10-03,66.7,84.5,0.761,0.0,8.0,187.0,1014.6,84.8,9.4,99.6,8.6,5.0,"Rain, Partially cloudy",rain,OHIO VALLEY,1,9.400000000000006
2021-10-03,65.3,90.2,0.277,0.0,7.0,241.6,1010.6,97.8,6.7,77.0,6.6,4.0,"Rain, Overcast",rain,UPPER MIDWEST,1,7.900000000000006
2021-10-04,64.3,89.4,0.001,0.0,8.1,222.1,1013.9,80.0,8.6,93.1,8.4,4.0,"Rain, Partially cloudy",rain,OHIO VALLEY,0,11.899999999999999
2021-10-05,64.6,79.8,0.193,0.0,8.2,10.7,1014.2,38.4,9.4,151.1,13.0,6.0,"Rain, Partially cloudy",rain,SOUTH,0,17.700000000000003
2021-10-06,64.3,83.6,0.416,24.2,12.7,109.1,1018.8,91.9,9.0,97.5,8.4,5.0,"Rain, Overcast",rain,OHIO VALLEY,1,12.300000000000011
2021-10-13,46.1,84.1,0.429,53.2,36.9,101.3,996.0,97.0,9.2,68.9,5.8,3.0,"Rain, Overcast",rain,NORTHERN ROCKIES AND PLAINS,1,18.0
2021-10-13,59.5,73.9,0.998,40.3,23.7,180.1,1006.4,61.1,9.5,158.7,13.6,7.0,"Rain, Partially cloudy",rain,SOUTH,1,15.0
2021-10-15,65.3,86.7,0.337,39.7,26.0,296.8,1013.4,77.0,8.9,36.8,3.3,2.0,"Rain, Partially cloudy",rain,SOUTH,1,26.900000000000006
2021-10-17,48.5,83.5,0.072,16.8,12.5,193.0,1006.6,52.6,9.6,76.5,6.7,4.0,"Rain, Partially cloudy",rain,NORTHWEST,0,17.799999999999997
2021-10-18,44.2,63.3,0.0,18.3,11.3,189.5,1020.2,0.0,9.9,168.8,14.6,7.0,Clear,clear-day,OHIO VALLEY,0,33.9
2021-10-20,47.5,66.5,0.0,0.0,8.9,244.3,1021.6,14.0,9.9,186.6,16.2,7.0,Clear,clear-day,SOUTHEAST,0,28.700000000000003
2021-10-23,56.9,71.5,0.0,20.1,13.6,185.6,1014.2,49.9,9.9,65.6,5.6,5.0,Partially cloudy,partly-cloudy-day,SOUTH,0,31.799999999999997
2021-10-23,45.1,79.5,0.187,19.7,9.1,271.0,1016.5,96.6,8.6,88.5,7.6,4.0,"Rain, Overcast",rain,OHIO VALLEY,0,11.400000000000006
2021-10-25,62.8,89.4,0.508,37.8,17.9,176.6,1012.7,70.6,9.1,95.5,8.4,4.0,"Rain, Partially cloudy",rain,SOUTHEAST,1,16.900000000000006
2021-10-28,61.9,80.1,1.733,34.7,21.7,203.6,1004.2,76.0,9.3,118.8,10.2,7.0,"Rain, Partially cloudy",rain,SOUTHEAST,1,19.000000000000007
2021-11-02,22.9,67.1,0.0,22.1,9.2,184.9,1028.4,30.4,9.9,46.2,4.0,2.0,Partially cloudy,partly-cloudy-day,NORTHERN ROCKIES AND PLAINS,0,25.0
2021-11-06,37.4,58.9,0.019,24.2,12.7,217.4,1014.9,82.2,9.9,62.5,5.4,4.0,"Rain, Partially cloudy",rain,NORTHWEST,0,10.799999999999997
2021-11-09,41.9,66.5,0.0,0.0,2.3,301.0,1024.0,1.4,9.3,172.4,14.9,6.0,Clear,clear-day,SOUTHEAST,0,41.099999999999994
2021-11-12,53.2,75.5,0.26,37.2,16.1,187.1,1014.9,60.1,9.5,162.8,14.2,3.0,"Rain, Partially cloudy",rain,NORTHEAST,1,10.099999999999994
2021-11-18,32.0,60.2,0.249,33.3,20.3,0.4,1030.2,56.5,9.6,71.3,6.2,5.0,"Rain, Partially cloudy",rain,SOUTH,0,21.1
2021-11-28,44.5,83.1,0.029,19.7,11.3,288.8,1019.9,62.9,9.2,65.2,5.7,3.0,"Rain, Partially cloudy",rain,SOUTH,0,14.0
2021-11-30,42.8,69.0,0.0,0.0,8.8,198.9,1019.6,3.4,9.9,78.8,6.9,5.0,Clear,clear-day,SOUTH,0,32.300000000000004
2021-12-03,56.5,86.3,0.0,13.4,7.7,250.7,1019.5,39.3,6.1,145.4,12.4,6.0,Partially cloudy,partly-cloudy-day,SOUTH,0,21.000000000000007
2021-12-06,38.2,63.9,0.672,40.9,22.4,296.6,1017.9,52.6,9.2,87.0,7.5,5.0,"Rain, Partially cloudy",rain,OHIO VALLEY,1,34.7
2021-12-08,65.9,91.6,0.134,23.5,17.3,255.0,1015.7,76.9,8.0,87.1,7.4,4.0,"Rain, Partially cloudy",rain,SOUTHEAST,1,19.300000000000004
2021-12-10,65.2,83.5,0.464,37.1,23.9,199.8,1006.9,90.5,6.7,54.3,4.6,4.0,"Rain, Overcast",rain,SOUTH,1,15.200000000000003
2021-12-10,50.3,93.4,0.162,28.3,16.4,151.7,1009.0,90.1,4.0,402.1,34.8,1.0,"Rain, Overcast",rain,OHIO VALLEY,1,15.700000000000003
2021-12-11,57.5,87.7,0.439,41.4,17.1,241.7,1015.2,96.8,6.0,42.3,3.7,2.0,"Rain, Overcast",rain,SOUTHEAST,1,23.5
2021-12-15,54.0,86.8,0.017,51.4,32.1,179.7,1005.7,95.9,6.3,18.6,1.6,1.0,"Rain, Overcast",rain,WEST,1,19.89999999999999
2021-12-15,43.1,62.7,0.199,67.0,38.8,205.2,998.9,39.9,9.0,52.8,4.4,3.0,"Rain, Partially cloudy",rain,NORTHERN ROCKIES AND PLAINS,1,39.99999999999999
2021-12-22,23.0,55.6,0.0,17.5,11.1,345.0,1018.9,0.5,9.8,142.0,12.1,7.0,Clear,clear-day,OHIO VALLEY,0,15.3
2021-12-22,48.7,70.1,0.0,21.9,8.8,168.9,1016.6,9.7,9.7,151.4,13.1,6.0,Clear,clear-day,SOUTH,0,25.9
2021-12-23,41.2,73.9,0.0,27.7,19.2,191.8,1017.7,80.9,9.9,60.4,5.2,4.0,Partially cloudy,partly-cloudy-day,SOUTH,0,30.999999999999993
2021-12-27,24.8,35.2,0.0,24.2,15.6,42.9,1009.0,40.9,9.9,73.2,6.5,3.0,Partially cloudy,partly-cloudy-day,SOUTH,0,17.700000000000003
2022-01-01,59.9,80.4,1.086,38.9,19.6,209.3,1005.4,95.7,8.0,37.7,3.2,2.0,"Rain, Overcast",rain,OHIO VALLEY,1,18.099999999999994
2022-01-02,59.3,87.3,0.567,33.7,17.6,214.8,1008.8,97.5,8.4,27.5,2.5,1.0,"Rain, Overcast",rain,SOUTHEAST,1,16.999999999999993
2022-01-02,69.7,84.3,0.112,36.0,22.8,195.8,1012.2,83.2,9.9,101.7,8.7,5.0,"Rain, Partially cloudy",rain,SOUTHEAST,1,12.0
2022-01-04,23.8,69.3,0.076,16.1,6.8,60.0,1029.4,10.5,9.9,138.3,12.0,6.0,"Snow, Rain",rain,SOUTHEAST,0,15.899999999999999
2022-01-06,40.7,83.7,0.069,34.2,18.5,285.9,1014.0,63.5,7.6,70.8,6.1,4.0,"Rain, Partially cloudy",rain,SOUTHEAST,0,25.299999999999997
2022-01-10,11.6,41.1,0.0,13.9,7.9,265.0,1038.0,4.8,9.9,121.9,10.6,5.0,Clear,clear-day,SOUTH,0,32.9
2022-01-18,30.3,58.9,0.0,29.7,16.7,192.8,1009.0,0.0,9.9,88.9,7.6,4.0,Clear,clear-day,SOUTH,0,25.199999999999996
2022-01-18,24.2,76.9,0.0,31.5,17.7,192.8,1008.3,77.8,9.9,43.6,3.7,2.0,Partially cloudy,partly-cloudy-day,UPPER MIDWEST,0,12.0
2022-01-18,43.0,89.2,0.023,19.2,10.0,165.3,1021.2,98.6,7.8,48.3,4.2,3.0,"Rain, Overcast",rain,NORTHWEST,0,13.100000000000001
2022-01-20,43.1,78.9,0.281,21.9,9.6,344.1,1019.5,72.9,6.9,19.9,1.8,1.0,"Rain, Partially cloudy",rain,SOUTHEAST,0,9.900000000000006
2022-01-20,-0.9,40.6,0.0,33.7,24.0,10.1,1035.9,51.3,9.9,113.9,9.9,5.0,Partially cloudy,partly-cloudy-day,SOUTH,0,10.6
2022-01-29,8.1,49.5,0.0,33.3,19.1,329.8,1024.8,18.2,9.9,149.5,12.9,6.0,Clear,clear-day,OHIO VALLEY,0,18.299999999999997
2022-01-31,19.1,53.7,0.0,12.1,7.0,49.2,1022.0,24.6,9.9,161.6,13.8,7.0,Partially cloudy,partly-cloudy-day,SOUTHEAST,0,30.0
