datetime,dew,humidity,precip,windgust,windspeed,winddir,pressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,conditions,icon,Region,Tornado,Temp_Difference
2020-05-01,47.3,69.0,0.035,21.9,12.8,293.4,1010.6,64.6,9.9,219.9,19.0,9.0,"Rain, Partially cloudy",rain,SOUTHEAST,0,10.600000000000001
2020-05-01,51.4,56.1,0.0,32.1,18.3,159.2,1009.5,1.9,9.9,220.1,18.9,10.0,Clear,clear-day,SOUTH,0,25.800000000000004
2020-05-01,41.4,62.3,0.0,20.6,9.2,295.9,1015.7,29.5,9.9,5.0,0.0,0.0,Partially cloudy,partly-cloudy-day,OHIO VALLEY,0,24.999999999999993
2020-05-01,39.4,58.8,0.0,0.0,9.1,326.8,1016.8,8.4,9.9,298.0,25.9,9.0,Clear,clear-day,NORTHWEST,0,25.1
2020-05-01,38.3,47.3,0.015,33.3,16.3,332.3,1009.1,35.1,9.9,214.1,18.9,9.0,"Rain, Partially cloudy",rain,NORTHERN ROCKIES AND PLAINS,0,26.1
2020-05-02,52.4,58.6,0.012,28.6,18.1,210.0,1013.8,56.2,9.9,287.5,24.9,9.0,"Rain, Partially cloudy",rain,OHIO VALLEY,0,26.000000000000007
2020-05-02,54.5,60.1,0.0,21.7,13.7,181.9,1018.6,3.0,9.8,290.3,25.2,10.0,Clear,clear-day,SOUTH,0,27.000000000000007
2020-05-02,65.7,67.6,0.0,28.0,16.1,173.7,1014.4,51.4,9.9,281.1,24.3,10.0,Partially cloudy,partly-cloudy-day,SOUTH,0,22.799999999999997
2020-05-02,44.3,62.9,0.0,19.0,11.4,192.8,1018.0,40.8,9.0,219.9,19.1,8.0,Partially cloudy,partly-cloudy-day,OHIO VALLEY,0,40.3
2020-05-02,48.6,57.8,0.015,17.5,10.6,313.1,1013.5,46.7,9.9,107.6,9.2,6.0,"Rain, Partially cloudy",rain,UPPER MIDWEST,0,13.599999999999994
2020-05-02,56.1,61.9,0.0,17.2,12.5,173.4,1019.4,0.0,9.8,317.3,27.6,10.0,Clear,clear-day,SOUTH,0,26.1
2020-05-02,49.3,55.2,0.0,0.0,7.5,280.3,1020.3,11.8,9.9,316.8,27.3,10.0,Clear,clear-day,SOUTHEAST,0,37.9
2020-05-02,61.3,62.7,0.0,30.2,20.2,168.4,1009.3,6.9,9.9,267.0,23.1,8.0,Clear,clear-day,SOUTH,0,20.900000000000006
2020-05-05,66.5,71.0,0.0,23.7,11.1,258.7,1013.7,38.1,9.8,278.4,24.1,9.0,Partially cloudy,partly-cloudy-day,SOUTH,1,20.299999999999997
2020-05-07,23.9,35.4,0.0,25.1,15.0,310.2,1014.2,33.3,9.9,224.8,19.4,7.0,Partially cloudy,partly-cloudy-day,UPPER MIDWEST,0,19.1
2020-05-07,36.7,39.0,0.0,22.7,13.3,346.6,1019.3,6.5,9.9,319.8,27.5,10.0,Clear,clear-day,SOUTHEAST,0,21.200000000000003
2020-05-07,42.8,51.4,0.0,15.5,7.7,84.4,1020.7,1.8,9.9,296.4,25.9,10.0,Clear,clear-day,SOUTH,0,26.400000000000006
2020-05-07,40.0,54.1,0.0,18.3,11.3,331.5,1021.1,0.0,9.9,253.7,21.9,8.0,Clear,clear-day,SOUTHEAST,0,28.89999999999999
2020-05-07,34.2,50.5,0.019,33.3,15.4,310.3,1012.1,33.9,9.9,139.2,12.0,8.0,"Rain, Partially cloudy",rain,NORTHWEST,0,23.300000000000004
2020-05-07,58.3,66.9,0.0,28.8,12.1,162.2,1016.5,43.8,9.9,157.1,13.6,7.0,Partially cloudy,partly-cloudy-day,SOUTH,0,30.4
2020-05-07,37.1,53.3,0.0,23.0,13.4,313.5,1019.6,5.2,9.9,529.1,45.6,5.0,Clear,clear-day,SOUTHEAST,0,23.4
2020-05-07,36.9,57.9,0.0,23.1,13.9,257.8,1017.2,34.3,9.9,5.0,0.0,0.0,Partially cloudy,partly-cloudy-day,OHIO VALLEY,0,30.9
2020-05-08,61.5,82.2,1.648,35.3,13.5,159.9,1015.0,41.2,9.0,89.0,7.6,5.0,"Rain, Partially cloudy",rain,SOUTH,1,20.599999999999994
2020-05-09,41.6,56.0,0.034,26.2,13.5,50.7,1022.3,7.9,9.9,263.4,22.9,10.0,Rain,rain,SOUTH,0,16.700000000000003
2020-05-09,39.0,55.3,0.0,16.1,10.1,64.7,1024.5,19.8,9.9,339.6,29.2,10.0,Clear,clear-day,SOUTH,0,21.200000000000003
2020-05-09,48.9,51.0,0.0,20.8,14.5,53.3,1020.4,26.9,9.9,261.8,22.5,9.0,Partially cloudy,partly-cloudy-day,SOUTH,0,16.700000000000003
2020-05-09,39.5,53.9,0.0,0.0,10.1,129.6,1022.9,9.4,9.9,270.0,23.3,8.0,Clear,clear-day,SOUTH,0,24.799999999999997
2020-05-09,26.6,60.2,0.0,27.7,18.3,295.5,1021.3,55.1,7.1,214.0,18.5,8.0,Partially cloudy,partly-cloudy-day,OHIO VALLEY,0,18.0
2020-05-10,50.4,60.0,0.0,21.9,10.3,205.4,1008.6,4.7,9.9,285.7,24.7,9.0,Clear,clear-day,NORTHWEST,0,30.999999999999993
2020-05-10,25.7,61.8,0.0,31.1,18.3,335.0,1030.1,45.4,9.9,315.9,27.3,9.0,Partially cloudy,partly-cloudy-day,NORTHERN ROCKIES AND PLAINS,0,22.200000000000003
2020-05-10,34.3,49.7,0.0,34.5,19.7,305.0,1021.9,45.1,9.9,182.6,15.9,7.0,Partially cloudy,partly-cloudy-day,OHIO VALLEY,0,14.899999999999999
2020-05-10,27.7,24.3,0.0,33.3,18.5,124.2,1011.8,49.2,9.9,331.2,28.5,10.0,Partially cloudy,partly-cloudy-day,SOUTHWEST,0,33.8
2020-05-10,37.4,62.0,0.0,40.1,22.9,281.4,1019.7,67.4,9.9,111.7,9.6,5.0,Partially cloudy,partly-cloudy-day,OHIO VALLEY,0,6.899999999999999
2020-05-10,28.8,42.0,0.0,31.1,20.7,259.7,1017.8,2.7,9.9,327.5,28.2,10.0,Clear,clear-day,NORTHEAST,0,24.299999999999997
2020-05-10,50.1,57.9,0.001,16.3,11.2,21.5,1021.8,29.8,9.9,318.7,27.6,10.0,"Rain, Partially cloudy",rain,SOUTH,0,22.800000000000004
2020-05-11,22.0,38.3,0.0,24.1,15.7,332.3,1023.6,28.9,9.8,297.9,25.7,9.0,Partially cloudy,partly-cloudy-day,UPPER MIDWEST,0,15.200000000000003
2020-05-11,30.7,55.1,0.015,0.0,7.5,327.5,1027.4,74.1,9.9,82.0,7.3,2.0,"Rain, Partially cloudy",rain,SOUTH,0,10.799999999999997
2020-05-11,26.3,48.2,0.0,18.3,10.9,318.4,1028.1,78.6,9.9,104.3,9.2,4.0,Partially cloudy,partly-cloudy-day,NORTHERN ROCKIES AND PLAINS,0,15.200000000000003
2020-05-17,68.6,81.1,0.12,31.1,19.3,211.5,1009.7,67.8,9.5,178.5,15.5,9.0,"Rain, Partially cloudy",rain,SOUTH,1,13.700000000000003
2020-05-18,62.2,81.7,1.179,33.3,11.7,131.1,1009.0,76.7,8.3,83.6,7.3,5.0,"Rain, Partially cloudy",rain,OHIO VALLEY,1,11.299999999999997
2020-05-19,57.2,97.3,0.035,23.0,13.9,352.9,1011.3,94.7,6.1,37.8,3.4,1.0,"Rain, Overcast",rain,OHIO VALLEY,1,6.899999999999999
2020-05-21,62.3,95.7,1.094,28.0,16.1,74.1,1018.4,92.8,4.7,37.9,3.3,2.0,"Rain, Overcast",rain,SOUTHEAST,1,10.800000000000004
2020-05-23,71.2,67.6,0.0,26.4,15.4,152.5,1010.1,57.9,9.7,227.8,19.6,7.0,Partially cloudy,partly-cloudy-day,SOUTH,1,13.700000000000003
2020-05-23,60.4,80.9,0.293,25.0,14.1,156.9,1007.9,57.7,9.2,133.4,11.4,6.0,"Rain, Partially cloudy",rain,UPPER MIDWEST,1,14.700000000000003
2020-05-24,62.6,80.4,0.667,50.4,34.1,106.1,1008.3,41.9,9.6,105.1,9.1,5.0,"Rain, Partially cloudy",rain,NORTHERN ROCKIES AND PLAINS,1,15.899999999999999
2020-05-25,67.5,75.2,0.379,38.6,19.4,127.3,1010.8,69.6,9.6,305.3,26.4,9.0,"Rain, Partially cloudy",rain,SOUTH,1,19.200000000000003
2020-05-28,65.5,81.8,0.043,20.8,13.7,197.7,1011.2,54.7,9.9,205.0,17.7,8.0,"Rain, Partially cloudy",rain,OHIO VALLEY,1,14.899999999999991
2020-05-31,38.9,23.9,0.0,27.7,14.9,5.4,1006.5,52.9,9.9,342.3,29.3,10.0,Partially cloudy,partly-cloudy-day,SOUTHWEST,0,18.0
2020-05-31,56.6,58.1,0.0,19.6,11.5,153.8,1020.4,12.2,9.9,284.9,24.6,8.0,Clear,clear-day,SOUTH,0,21.700000000000003
2020-05-31,58.5,58.3,0.0,21.9,10.0,15.7,1019.1,0.7,9.9,294.4,25.3,10.0,Clear,clear-day,SOUTH,0,22.5
2020-05-31,65.3,63.7,0.0,17.4,10.9,40.0,1018.3,52.2,9.9,221.0,19.2,10.0,Partially cloudy,partly-cloudy-day,SOUTH,0,15.799999999999997
2020-05-31,47.8,63.5,0.0,25.3,9.2,322.9,1021.8,31.1,9.2,186.8,16.1,9.0,Partially cloudy,partly-cloudy-day,OHIO VALLEY,0,19.9
2020-06-01,67.0,66.8,0.0,20.8,15.3,83.3,1018.2,59.2,9.9,285.4,24.6,10.0,Partially cloudy,partly-cloudy-day,SOUTHEAST,1,20.099999999999994
2020-06-03,61.4,70.2,0.268,21.9,10.4,269.6,1009.5,47.7,9.6,234.1,20.3,7.0,"Rain, Partially cloudy",rain,UPPER MIDWEST,0,19.89999999999999
2020-06-03,68.8,79.8,0.011,25.3,13.8,236.1,1014.9,73.8,9.9,198.5,16.9,10.0,"Rain, Partially cloudy",rain,SOUTH,0,13.900000000000006
2020-06-03,67.5,66.0,0.517,39.1,20.8,198.2,1010.4,24.7,7.5,245.7,21.1,8.0,"Rain, Partially cloudy",rain,OHIO VALLEY,0,23.099999999999994
2020-06-03,40.7,28.0,0.0,19.6,13.2,87.3,1012.5,46.4,9.9,354.2,30.3,10.0,Partially cloudy,partly-cloudy-day,SOUTHWEST,0,27.30000000000001
2020-06-03,42.6,50.0,0.0,49.2,22.4,280.0,1012.9,19.4,9.7,238.2,20.5,8.0,Clear,clear-day,NORTHERN ROCKIES AND PLAINS,0,27.500000000000007
2020-06-05,68.4,72.8,0.137,11.4,7.7,292.4,1012.8,51.1,9.5,273.6,23.7,9.0,"Rain, Partially cloudy",rain,OHIO VALLEY,0,18.60000000000001
2020-06-05,68.8,74.3,0.0,15.0,11.4,178.1,1015.7,54.6,9.6,196.1,16.8,6.0,Partially cloudy,partly-cloudy-day,SOUTHEAST,0,17.200000000000003
2020-06-05,61.5,63.3,0.0,20.5,14.5,301.0,1010.4,39.7,9.9,209.3,18.1,7.0,Partially cloudy,partly-cloudy-day,UPPER MIDWEST,0,18.599999999999994
2020-06-07,62.6,67.3,0.705,45.9,18.3,157.9,997.7,26.5,9.9,297.9,25.9,9.0,"Rain, Partially cloudy",rain,NORTHERN ROCKIES AND PLAINS,1,31.200000000000003
2020-06-09,62.9,66.6,0.265,34.2,12.9,122.8,1001.6,26.0,9.1,75.9,6.6,4.0,"Rain, Partially cloudy",rain,UPPER MIDWEST,1,14.5
2020-06-11,56.9,60.8,0.0,17.2,13.9,18.9,1023.4,5.0,9.9,341.0,29.7,10.0,Clear,clear-day,SOUTH,0,23.599999999999994
2020-06-11,32.5,34.5,0.0,20.8,15.1,281.9,1021.5,7.3,9.9,360.7,31.2,10.0,Clear,clear-day,NORTHERN ROCKIES AND PLAINS,0,26.39999999999999
2020-06-11,50.9,40.9,0.0,21.9,11.0,38.5,1022.3,2.8,9.9,291.7,25.0,9.0,Clear,clear-day,SOUTH,0,31.4
2020-06-11,34.5,33.8,0.0,19.1,10.2,146.8,1021.6,25.0,9.9,220.9,19.2,10.0,Partially cloudy,partly-cloudy-day,SOUTHWEST,0,29.5
2020-06-11,15.5,15.4,0.0,34.4,14.8,240.6,1019.6,0.0,9.9,345.6,29.8,10.0,Clear,clear-day,SOUTHWEST,0,36.00000000000001
2020-06-12,57.5,62.1,0.092,21.9,16.9,257.5,1016.5,46.1,9.8,205.9,17.6,7.0,"Rain, Partially cloudy",rain,NORTHEAST,0,18.0
2020-06-12,50.9,58.1,0.0,25.3,16.1,202.0,1014.5,20.3,9.9,268.0,23.3,10.0,Partially cloudy,partly-cloudy-day,WEST,0,16.10000000000001
2020-06-12,36.6,33.2,0.0,31.1,19.8,173.3,1020.0,1.0,9.9,380.8,33.0,10.0,Clear,clear-day,NORTHERN ROCKIES AND PLAINS,0,31.0
2020-06-12,49.8,51.0,0.0,23.6,13.5,335.9,1022.5,10.7,9.9,344.8,29.9,10.0,Clear,clear-day,OHIO VALLEY,0,23.599999999999994
2020-06-12,37.3,33.0,0.0,36.2,23.8,137.4,1020.4,5.2,9.9,284.0,24.6,10.0,Clear,clear-day,SOUTHWEST,0,30.400000000000006
2020-06-12,60.7,63.4,0.432,17.2,10.0,15.9,1020.6,43.8,9.4,265.9,22.9,10.0,"Rain, Partially cloudy",rain,SOUTHEAST,0,16.700000000000003
2020-06-14,55.2,60.2,0.0,31.5,20.4,121.7,1020.8,39.4,9.9,213.6,18.4,9.0,Partially cloudy,partly-cloudy-day,UPPER MIDWEST,0,21.900000000000006
2020-06-14,56.3,65.4,0.0,20.2,11.9,79.8,1023.0,43.7,9.9,283.4,24.6,9.0,Partially cloudy,partly-cloudy-day,SOUTHEAST,0,19.4
2020-06-15,67.5,65.0,0.052,35.5,20.3,130.4,1018.6,33.9,9.8,214.1,18.4,7.0,"Rain, Partially cloudy",rain,SOUTH,0,22.599999999999994
2020-06-15,69.3,68.2,0.0,15.0,6.7,46.6,1019.7,29.7,9.6,281.1,24.0,3.0,Partially cloudy,partly-cloudy-day,SOUTH,0,19.700000000000003
2020-06-15,46.6,49.3,0.0,23.0,12.5,58.5,1025.5,15.2,9.9,295.6,25.8,9.0,Clear,clear-day,OHIO VALLEY,0,26.199999999999996
2020-06-16,53.2,64.0,0.0,28.5,19.6,55.0,1026.8,34.3,9.9,250.2,21.5,7.0,Partially cloudy,partly-cloudy-day,NORTHEAST,0,15.000000000000007
2020-06-17,55.6,47.6,0.0,33.3,20.3,152.7,1015.6,0.1,9.9,281.4,24.4,9.0,Clear,clear-day,UPPER MIDWEST,1,23.89999999999999
2020-06-20,68.2,85.6,0.101,25.3,13.2,199.2,1012.1,67.1,9.0,104.5,8.8,6.0,"Rain, Partially cloudy",rain,UPPER MIDWEST,1,10.0
2020-06-20,61.9,67.6,0.001,0.0,12.6,234.2,1013.1,47.0,9.9,242.7,20.9,8.0,"Rain, Partially cloudy",rain,NORTHERN ROCKIES AND PLAINS,1,19.700000000000003
2020-06-20,50.1,50.9,0.0,25.3,11.7,261.3,1009.9,33.6,9.9,267.4,23.1,7.0,Partially cloudy,partly-cloudy-day,NORTHERN ROCKIES AND PLAINS,1,20.700000000000003
2020-06-23,42.2,31.4,0.0,17.2,11.2,333.9,1014.1,11.2,9.9,415.7,35.8,10.0,Clear,clear-day,SOUTHWEST,0,27.1
2020-06-23,52.6,63.3,0.106,37.5,24.0,338.4,1011.4,49.5,9.7,248.4,21.5,10.0,"Rain, Partially cloudy",rain,UPPER MIDWEST,0,18.9
2020-06-23,60.3,72.2,0.491,31.0,20.2,294.7,1007.5,68.1,9.6,263.5,23.0,9.0,"Rain, Partially cloudy",rain,OHIO VALLEY,0,11.799999999999997
2020-06-23,66.9,71.7,0.243,21.9,13.6,271.0,1010.4,55.3,9.7,252.1,21.9,10.0,"Rain, Partially cloudy",rain,OHIO VALLEY,0,14.600000000000009
2020-06-25,56.8,61.3,0.0,13.6,9.8,192.0,1011.9,2.0,9.7,271.6,23.5,10.0,Clear,clear-day,UPPER MIDWEST,0,26.000000000000007
2020-06-25,69.6,84.5,0.879,36.1,16.9,203.4,1017.3,34.6,8.8,106.8,9.1,6.0,"Rain, Partially cloudy",rain,SOUTH,0,16.200000000000003
2020-06-25,56.0,57.0,0.0,21.9,9.4,262.2,1014.8,32.6,9.9,296.0,25.7,8.0,Partially cloudy,partly-cloudy-day,OHIO VALLEY,0,21.60000000000001
2020-06-25,70.8,82.7,0.69,51.5,28.2,167.4,1017.3,32.1,7.8,256.2,22.0,4.0,"Rain, Partially cloudy",rain,SOUTH,0,17.200000000000003
2020-06-25,41.5,33.3,0.004,43.5,24.5,237.6,1008.0,53.7,9.9,131.8,11.5,8.0,"Rain, Partially cloudy",rain,SOUTHWEST,0,29.5
2020-06-25,67.3,74.3,0.0,0.0,11.3,139.6,1016.2,38.5,9.9,331.3,28.7,10.0,Partially cloudy,partly-cloudy-day,SOUTH,0,24.099999999999994
2020-06-26,71.5,72.0,0.0,0.0,6.5,354.3,1021.6,82.2,8.0,221.2,18.9,8.0,Partially cloudy,partly-cloudy-day,SOUTHEAST,1,19.0
2020-06-27,69.8,75.9,0.007,36.7,20.8,189.2,1009.7,66.3,9.3,136.5,11.8,10.0,"Rain, Partially cloudy",rain,OHIO VALLEY,1,9.0
2020-06-29,71.1,70.8,0.0,16.1,16.0,179.4,1011.0,7.2,9.4,170.5,14.9,6.0,Clear,clear-day,OHIO VALLEY,0,16.19999999999999
2020-06-30,68.9,75.5,0.072,19.7,15.4,120.0,1012.0,35.0,9.7,235.2,20.2,8.0,"Rain, Partially cloudy",rain,UPPER MIDWEST,0,22.89999999999999
2020-06-30,62.5,53.7,0.0,0.0,12.7,352.2,1012.0,53.4,9.9,76.8,6.5,5.0,Partially cloudy,partly-cloudy-day,NORTHWEST,0,18.099999999999994
2020-06-30,68.3,76.8,0.0,28.2,19.6,175.2,1001.2,65.2,9.8,237.1,20.6,9.0,Partially cloudy,partly-cloudy-day,NORTHERN ROCKIES AND PLAINS,0,21.900000000000006
2020-07-02,69.2,74.5,0.0,19.7,14.9,98.9,1014.8,26.8,9.9,251.2,21.6,8.0,Partially cloudy,partly-cloudy-day,NORTHERN ROCKIES AND PLAINS,1,18.0
2020-07-03,74.2,85.4,0.054,35.6,12.4,298.0,1014.4,30.6,8.7,253.3,21.8,3.0,"Rain, Partially cloudy",rain,SOUTH,0,12.900000000000006
2020-07-03,63.6,71.4,0.207,26.4,17.2,124.4,1015.4,0.0,9.9,335.8,29.1,9.0,Rain,rain,NORTHERN ROCKIES AND PLAINS,0,24.200000000000003
2020-07-04,66.9,66.6,0.0,39.1,25.1,132.2,1012.7,8.3,9.7,332.5,28.8,9.0,Clear,clear-day,NORTHERN ROCKIES AND PLAINS,1,24.900000000000006
2020-07-04,67.2,64.0,0.0,0.0,6.9,117.8,1016.2,1.4,7.7,262.3,22.7,9.0,Clear,clear-day,UPPER MIDWEST,1,19.700000000000003
2020-07-05,45.4,48.0,0.116,28.9,15.0,181.2,1013.2,11.9,9.9,252.7,21.8,10.0,Rain,rain,NORTHERN ROCKIES AND PLAINS,0,34.89999999999999
2020-07-05,71.2,81.2,0.366,0.0,8.9,120.5,1015.0,49.3,8.9,255.9,22.0,9.0,"Rain, Partially cloudy",rain,SOUTHEAST,0,20.19999999999999
2020-07-05,69.0,67.4,0.021,26.4,8.8,36.7,1014.0,31.4,7.5,255.1,22.0,9.0,"Rain, Partially cloudy",rain,OHIO VALLEY,0,18.400000000000006
2020-07-08,68.5,62.9,0.0,29.7,18.3,178.9,1009.2,3.2,9.9,289.0,25.1,8.0,Clear,clear-day,NORTHERN ROCKIES AND PLAINS,1,21.900000000000006
2020-07-11,70.0,57.0,0.0,17.2,9.2,181.5,1014.4,25.6,9.8,285.1,24.6,9.0,Partially cloudy,partly-cloudy-day,SOUTH,1,23.60000000000001
2020-07-12,46.3,34.1,0.0,35.6,22.2,208.0,1011.0,32.2,9.9,156.0,13.4,10.0,Partially cloudy,partly-cloudy-day,SOUTHWEST,1,24.5
2020-07-13,61.3,68.0,0.0,17.2,10.3,317.2,1013.2,2.3,9.9,5.0,0.0,0.0,Clear,clear-day,OHIO VALLEY,0,23.9
2020-07-13,59.6,60.5,0.0,30.0,19.4,317.4,1006.0,20.7,9.9,254.0,21.8,9.0,Partially cloudy,partly-cloudy-day,NORTHERN ROCKIES AND PLAINS,0,18.799999999999997
2020-07-13,61.1,70.4,0.0,0.0,10.4,164.9,1014.8,37.0,9.8,242.9,21.1,8.0,Partially cloudy,partly-cloudy-day,UPPER MIDWEST,0,22.39999999999999
2020-07-14,74.0,70.7,0.0,0.0,6.6,290.7,1014.0,18.1,9.7,243.8,21.1,10.0,Clear,clear-day,SOUTH,1,17.400000000000006
2020-07-14,68.1,54.5,0.0,32.9,12.1,177.4,1011.0,21.3,9.8,280.0,24.0,9.0,Partially cloudy,partly-cloudy-day,SOUTH,1,27.200000000000003
2020-07-15,44.8,36.4,0.0,37.6,21.5,161.2,1013.1,23.1,9.9,200.9,17.5,8.0,Partially cloudy,partly-cloudy-day,SOUTHWEST,1,25.700000000000003
2020-07-15,68.5,78.6,0.532,30.3,15.8,170.8,1012.8,30.2,9.0,60.6,5.1,5.0,"Rain, Partially cloudy",rain,OHIO VALLEY,1,17.099999999999994
2020-07-25,73.8,78.6,0.719,33.3,16.0,177.6,1012.4,36.3,9.6,91.3,7.8,3.0,"Rain, Partially cloudy",rain,UPPER MIDWEST,1,9.200000000000003
2020-07-27,64.1,71.5,0.0,21.7,12.7,313.3,1013.2,28.7,9.9,211.6,18.3,7.0,Partially cloudy,partly-cloudy-day,UPPER MIDWEST,0,13.700000000000003
2020-07-27,55.1,23.4,0.0,31.1,12.0,156.0,1005.7,28.8,9.9,321.5,27.8,9.0,Partially cloudy,partly-cloudy-day,SOUTHWEST,0,19.900000000000006
2020-07-27,57.1,55.5,0.0,32.5,21.7,292.6,1014.4,8.9,9.9,260.4,22.5,10.0,Clear,clear-day,UPPER MIDWEST,0,18.0
2020-07-27,70.8,73.7,0.001,26.4,8.1,5.3,1014.3,45.3,9.9,86.3,7.5,3.0,"Rain, Partially cloudy",rain,OHIO VALLEY,0,10.799999999999997
2020-07-27,72.8,83.2,0.055,49.4,27.1,237.9,1013.9,42.1,9.7,109.5,9.5,7.0,"Rain, Partially cloudy",rain,OHIO VALLEY,0,16.400000000000006
2020-07-28,69.8,60.1,0.002,24.2,15.4,254.9,1012.3,22.9,9.9,289.4,25.0,9.0,"Rain, Partially cloudy",rain,SOUTHEAST,0,20.5
2020-07-28,45.9,32.5,0.0,37.8,15.0,254.0,1011.3,8.4,9.9,233.1,20.0,8.0,Clear,clear-day,NORTHERN ROCKIES AND PLAINS,0,24.099999999999994
2020-07-28,64.9,69.1,0.0,0.0,9.4,297.2,1014.5,42.2,8.9,195.0,16.7,9.0,Partially cloudy,partly-cloudy-day,OHIO VALLEY,0,15.299999999999997
2020-07-30,41.4,34.0,0.0,34.4,21.7,43.6,1013.4,0.1,9.9,312.0,27.0,9.0,Clear,clear-day,SOUTHWEST,0,32.699999999999996
2020-07-30,74.0,83.2,0.006,0.0,10.3,223.9,1013.1,54.1,8.8,248.1,21.4,8.0,"Rain, Partially cloudy",rain,SOUTHEAST,0,16.60000000000001
2020-07-30,50.6,67.5,0.011,31.1,18.3,4.2,1019.6,30.1,9.9,257.3,22.2,10.0,"Rain, Partially cloudy",rain,NORTHERN ROCKIES AND PLAINS,0,18.299999999999997
2020-07-30,69.5,73.9,0.0,24.4,12.5,232.8,1008.4,39.2,9.6,397.5,34.4,7.0,Partially cloudy,partly-cloudy-day,NORTHEAST,0,17.200000000000003
2020-07-30,73.6,75.1,0.0,21.9,14.7,223.5,1014.8,33.4,9.7,179.2,15.5,7.0,Partially cloudy,partly-cloudy-day,SOUTH,0,13.900000000000006
2020-07-31,57.2,59.5,0.0,0.0,6.7,59.6,1016.2,10.2,9.9,204.2,17.6,9.0,Clear,clear-day,UPPER MIDWEST,0,21.900000000000006
2020-07-31,62.7,70.7,0.0,23.0,15.0,54.5,1011.2,50.0,9.9,132.6,11.5,5.0,Partially cloudy,partly-cloudy-day,OHIO VALLEY,0,14.700000000000003
2020-08-04,55.2,62.8,0.0,21.5,15.7,141.4,1016.8,12.5,9.9,241.5,20.9,7.0,Clear,clear-day,NORTHERN ROCKIES AND PLAINS,1,29.199999999999996
2020-08-05,51.5,48.0,0.014,49.4,17.0,127.8,1011.7,50.0,9.9,189.8,16.4,8.0,"Rain, Partially cloudy",rain,SOUTHWEST,0,29.299999999999997
2020-08-06,71.6,86.6,2.094,18.3,13.1,92.2,1017.9,57.9,8.6,208.3,18.1,9.0,"Rain, Partially cloudy",rain,SOUTHEAST,1,17.39999999999999
2020-08-07,71.3,86.4,1.243,35.8,15.9,101.7,1018.8,57.5,9.6,196.4,17.0,7.0,"Rain, Partially cloudy",rain,NORTHEAST,1,13.5
2020-08-09,69.8,83.5,0.415,38.7,20.0,181.4,1015.0,42.3,9.6,110.1,9.4,5.0,"Rain, Partially cloudy",rain,UPPER MIDWEST,1,13.0
2020-08-09,68.2,76.5,0.297,29.8,12.7,160.7,1011.1,35.9,9.6,158.7,13.8,7.0,"Rain, Partially cloudy",rain,UPPER MIDWEST,1,17.900000000000006
2020-08-09,75.6,79.2,0.0,20.8,11.3,220.4,1020.0,32.6,9.8,279.0,24.0,10.0,Partially cloudy,partly-cloudy-day,SOUTHEAST,1,19.0
2020-08-09,54.8,56.7,0.0,37.9,24.3,328.8,1010.7,18.5,9.9,258.8,22.5,8.0,Clear,clear-day,NORTHERN ROCKIES AND PLAINS,1,20.599999999999994
2020-08-10,70.5,84.9,1.203,43.1,13.9,182.6,1015.4,53.4,8.8,169.8,14.1,9.0,"Rain, Partially cloudy",rain,OHIO VALLEY,1,17.5
2020-08-12,71.5,77.4,0.0,24.2,14.4,126.5,1012.1,33.9,9.9,275.2,23.7,9.0,Partially cloudy,partly-cloudy-day,SOUTH,0,21.10000000000001
2020-08-16,43.9,36.1,0.0,27.7,14.6,135.5,1017.4,52.1,9.9,210.9,18.4,9.0,Partially cloudy,partly-cloudy-day,SOUTHWEST,1,30.900000000000006
2020-08-17,60.7,67.9,0.0,0.0,10.2,357.4,1020.8,0.0,9.8,264.2,23.0,8.0,Clear,clear-day,NORTHERN ROCKIES AND PLAINS,0,25.699999999999996
2020-08-17,55.9,68.5,0.0,0.0,9.1,69.6,1012.8,39.1,9.9,253.4,22.1,8.0,Partially cloudy,partly-cloudy-day,NORTHEAST,0,18.799999999999997
2020-08-17,40.2,27.3,0.0,27.7,13.9,294.4,1020.2,1.1,9.9,227.6,19.8,8.0,Clear,clear-day,NORTHERN ROCKIES AND PLAINS,0,35.099999999999994
2020-08-17,74.0,77.4,0.0,0.0,12.6,141.0,1013.5,31.3,9.9,171.5,14.7,6.0,Partially cloudy,partly-cloudy-day,SOUTHEAST,0,19.200000000000003
2020-08-18,74.4,85.6,1.186,35.5,16.3,125.6,1012.3,30.3,9.5,198.4,17.2,9.0,"Rain, Partially cloudy",rain,SOUTHEAST,1,21.700000000000003
2020-08-20,55.6,64.9,0.0,0.0,9.2,85.1,1014.3,0.0,9.9,279.9,24.0,9.0,Clear,clear-day,OHIO VALLEY,0,26.89999999999999
2020-08-20,69.3,83.3,0.004,0.0,6.8,60.3,1015.2,58.5,9.6,156.0,13.7,6.0,"Rain, Partially cloudy",rain,SOUTHEAST,0,16.39999999999999
2020-08-20,57.1,63.2,0.0,19.7,8.1,51.6,1015.2,0.0,9.9,311.6,26.9,9.0,Clear,clear-day,OHIO VALLEY,0,27.900000000000006
2020-08-22,60.5,76.5,0.012,21.9,17.1,253.0,1013.2,43.6,8.3,180.8,15.7,8.0,"Rain, Partially cloudy",rain,NORTHEAST,1,30.099999999999994
